id,trial__id,struck_by,race,gender,defendant_race,strike_eligibility,cause_number,same_race,struck_state,year
8198,158,Struck by the defense,White,Female,Black,Both State and Defense,2006-0044,different race,Not struck by State,2006
8200,158,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2006-0044,different race,Not struck by State,2006
8202,158,Struck by the defense,White,Female,Black,Both State and Defense,2006-0044,different race,Not struck by State,2006
8203,158,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2006-0044,same race,Not struck by State,2006
8204,158,Struck by the state,Black,Female,Black,State,2006-0044,same race,Struck by State,2006
8206,158,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2006-0044,different race,Not struck by State,2006
8209,158,Struck by the defense,Black,Male,Black,Both State and Defense,2006-0044,same race,Not struck by State,2006
8210,158,Struck by the defense,White,Male,Black,Both State and Defense,2006-0044,different race,Not struck by State,2006
8213,158,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2006-0044,different race,Not struck by State,2006
8215,158,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2006-0044,different race,Not struck by State,2006
8217,158,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2006-0044,different race,Not struck by State,2006
8220,158,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2006-0044,different race,Not struck by State,2006
8221,158,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2006-0044,different race,Not struck by State,2006
8223,158,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2006-0044,different race,Not struck by State,2006
8224,158,Struck by the defense,White,Female,Black,Both State and Defense,2006-0044,different race,Not struck by State,2006
8225,158,Struck by the defense,White,Male,Black,Both State and Defense,2006-0044,different race,Not struck by State,2006
8226,158,Struck by the state,Black,Male,Black,State,2006-0044,same race,Struck by State,2006
8227,158,Juror chosen to serve on jury,White,Female,Black,State,2006-0044,different race,Not struck by State,2006
8228,158,Struck by the state,Black,Female,Black,State,2006-0044,same race,Struck by State,2006
8229,158,Juror chosen to serve on jury,White,Male,Black,State,2006-0044,different race,Not struck by State,2006
8230,158,Struck by the state,Black,Female,Black,State,2006-0044,same race,Struck by State,2006
8231,158,Struck by the defense,White,Female,Black,Both State and Defense,2006-0044,different race,Not struck by State,2006
107,3,Struck by the defense,White,Male,Black,Both State and Defense,2004-0257,different race,Not struck by State,2004
108,3,Struck by the state,Black,Female,Black,State,2004-0257,same race,Struck by State,2004
109,3,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2004-0257,same race,Not struck by State,2004
110,3,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2004-0257,same race,Not struck by State,2004
111,3,Struck by the state,White,Male,Black,State,2004-0257,different race,Struck by State,2004
112,3,Struck by the state,Black,Female,Black,State,2004-0257,same race,Struck by State,2004
113,3,Struck by the state,Black,Male,Black,State,2004-0257,same race,Struck by State,2004
114,3,Struck by the defense,White,Male,Black,Both State and Defense,2004-0257,different race,Not struck by State,2004
115,3,Struck by the defense,Black,Male,Black,Both State and Defense,2004-0257,same race,Not struck by State,2004
116,3,Struck by the defense,White,Female,Black,Both State and Defense,2004-0257,different race,Not struck by State,2004
117,3,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2004-0257,different race,Not struck by State,2004
118,3,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,2004-0257,same race,Not struck by State,2004
1,1,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1993-9826,different race,Not struck by State,1993
4,1,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1993-9826,different race,Not struck by State,1993
6,1,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1993-9826,different race,Not struck by State,1993
7,1,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,1993-9826,same race,Not struck by State,1993
9,1,Struck by the defense,White,Female,Black,Both State and Defense,1993-9826,different race,Not struck by State,1993
11,1,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1993-9826,different race,Not struck by State,1993
13,1,Struck by the defense,White,Female,Black,Both State and Defense,1993-9826,different race,Not struck by State,1993
14,1,Struck by the state,Black,Female,Black,State,1993-9826,same race,Struck by State,1993
15,1,Struck by the defense,White,Female,Black,Both State and Defense,1993-9826,different race,Not struck by State,1993
16,1,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1993-9826,different race,Not struck by State,1993
17,1,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,1993-9826,same race,Not struck by State,1993
19,1,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1993-9826,different race,Not struck by State,1993
20,1,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,1993-9826,same race,Not struck by State,1993
21,1,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1993-9826,different race,Not struck by State,1993
22,1,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1993-9826,different race,Not struck by State,1993
23,1,Struck by the state,Black,Male,Black,State,1993-9826,same race,Struck by State,1993
25,1,Struck by the defense,White,Female,Black,Both State and Defense,1993-9826,different race,Not struck by State,1993
26,1,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,1993-9826,same race,Not struck by State,1993
27,1,Juror chosen as alternate,White,Female,Black,Both State and Defense,1993-9826,different race,Not struck by State,1993
151,4,Juror chosen to serve on jury,Black,Female,White,Both State and Defense,1998-0020,different race,Not struck by State,1998
152,4,Struck by the state,Black,Male,White,State,1998-0020,different race,Struck by State,1998
153,4,Juror chosen to serve on jury,White,Female,White,Both State and Defense,1998-0020,same race,Not struck by State,1998
154,4,Struck by the defense,White,Female,White,Both State and Defense,1998-0020,same race,Not struck by State,1998
155,4,Struck by the state,Black,Female,White,State,1998-0020,different race,Struck by State,1998
156,4,Juror chosen to serve on jury,White,Female,White,Both State and Defense,1998-0020,same race,Not struck by State,1998
157,4,Struck by the state,Black,Female,White,State,1998-0020,different race,Struck by State,1998
158,4,Struck by the defense,White,Male,White,Both State and Defense,1998-0020,same race,Not struck by State,1998
159,4,Juror chosen to serve on jury,White,Female,White,Both State and Defense,1998-0020,same race,Not struck by State,1998
160,4,Struck by the defense,White,Male,White,Both State and Defense,1998-0020,same race,Not struck by State,1998
161,4,Juror chosen to serve on jury,White,Female,White,Both State and Defense,1998-0020,same race,Not struck by State,1998
162,4,Struck by the defense,White,Male,White,Both State and Defense,1998-0020,same race,Not struck by State,1998
14462,301,Struck by the state,Black,Female,Black,State,1998-0001A,same race,Struck by State,1998
9703,189,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2011-0016,different race,Not struck by State,2011
202,5,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,1994-9918,same race,Not struck by State,1994
208,5,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,1994-9918,same race,Not struck by State,1994
210,5,Struck by the defense,White,Male,Black,Both State and Defense,1994-9918,different race,Not struck by State,1994
211,5,Struck by the state,Black,Male,Black,State,1994-9918,same race,Struck by State,1994
217,5,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1994-9918,different race,Not struck by State,1994
200,5,Struck by the state,Black,Female,Black,State,1994-9918,same race,Struck by State,1994
201,5,Struck by the defense,White,Male,Black,Both State and Defense,1994-9918,different race,Not struck by State,1994
203,5,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,1994-9918,same race,Not struck by State,1994
11754,238,Juror chosen to serve on jury,Black,Female,White,Both State and Defense,1993-6536,different race,Not struck by State,1993
213,5,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,1994-9918,same race,Not struck by State,1994
11755,238,Juror chosen to serve on jury,Black,Female,White,Both State and Defense,1993-6536,different race,Not struck by State,1993
219,5,Juror chosen to serve on jury,White,Unknown,Black,State,1994-9918,different race,Not struck by State,1994
220,5,Juror chosen to serve on jury,White,Unknown,Black,State,1994-9918,different race,Not struck by State,1994
221,5,Juror chosen to serve on jury,White,Unknown,Black,State,1994-9918,different race,Not struck by State,1994
222,5,Struck by the state,White,Female,Black,State,1994-9918,different race,Struck by State,1994
8256,159,Struck by the state,White,Male,White,State,2010-0041,same race,Struck by State,2010
8257,159,Juror chosen to serve on jury,Black,Female,White,Both State and Defense,2010-0041,different race,Not struck by State,2010
8260,159,Struck by the defense,White,Male,White,Both State and Defense,2010-0041,same race,Not struck by State,2010
8261,159,Juror chosen to serve on jury,White,Male,White,State,2010-0041,same race,Not struck by State,2010
8262,159,Struck by the state,White,Female,White,State,2010-0041,same race,Struck by State,2010
8263,159,Juror chosen to serve on jury,Black,Male,White,State,2010-0041,different race,Not struck by State,2010
8264,159,Struck by the state,Black,Female,White,State,2010-0041,different race,Struck by State,2010
8265,159,Juror chosen to serve on jury,White,Female,White,State,2010-0041,same race,Not struck by State,2010
8266,159,Juror chosen as alternate,Black,Male,White,Both State and Defense,2010-0041,different race,Not struck by State,2010
238,6,Struck by the state,White,Female,White,State,1994-9942,same race,Struck by State,1994
300,7,Struck by the state,Black,Female,White,State,1994-9943,different race,Struck by State,1994
301,7,Juror chosen to serve on jury,White,Female,White,Both State and Defense,1994-9943,same race,Not struck by State,1994
304,7,Struck by the state,White,Male,White,State,1994-9943,same race,Struck by State,1994
13109,269,Struck by the state,Black,Female,Black,State,1992-4399,same race,Struck by State,1992
4861,96,Struck by the defense,White,Female,Black,Both State and Defense,2000-0201,different race,Not struck by State,2000
14479,302,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2006-0075,different race,Not struck by State,2006
14480,302,Struck by the state,White,Female,Black,State,2006-0075,different race,Struck by State,2006
14481,302,Struck by the state,Black,Female,Black,State,2006-0075,same race,Struck by State,2006
14482,302,Struck by the defense,White,Male,Black,Both State and Defense,2006-0075,different race,Not struck by State,2006
14483,302,Struck by the state,Black,Female,Black,State,2006-0075,same race,Struck by State,2006
14484,302,Struck by the defense,White,Female,Black,Both State and Defense,2006-0075,different race,Not struck by State,2006
14485,302,Struck by the defense,White,Male,Black,Both State and Defense,2006-0075,different race,Not struck by State,2006
14486,302,Struck by the defense,White,Female,Black,Both State and Defense,2006-0075,different race,Not struck by State,2006
14487,302,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2006-0075,same race,Not struck by State,2006
14488,302,Struck by the state,Black,Female,Black,State,2006-0075,same race,Struck by State,2006
14490,302,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2006-0075,different race,Not struck by State,2006
14492,302,Struck by the defense,White,Male,Black,Both State and Defense,2006-0075,different race,Not struck by State,2006
14493,302,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2006-0075,different race,Not struck by State,2006
14494,302,Struck by the state,White,Female,Black,State,2006-0075,different race,Struck by State,2006
14495,302,Struck by the defense,White,Female,Black,Both State and Defense,2006-0075,different race,Not struck by State,2006
14496,302,Struck by the state,White,Male,Black,State,2006-0075,different race,Struck by State,2006
14498,302,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2006-0075,different race,Not struck by State,2006
14499,302,Struck by the state,Black,Male,Black,State,2006-0075,same race,Struck by State,2006
14500,302,Struck by the defense,White,Female,Black,Both State and Defense,2006-0075,different race,Not struck by State,2006
14501,302,Struck by the state,White,Female,Black,State,2006-0075,different race,Struck by State,2006
14502,302,Struck by the defense,White,Male,Black,Both State and Defense,2006-0075,different race,Not struck by State,2006
14503,302,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2006-0075,different race,Not struck by State,2006
14504,302,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2006-0075,same race,Not struck by State,2006
14505,302,Struck by the defense,White,Female,Black,Both State and Defense,2006-0075,different race,Not struck by State,2006
14506,302,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2006-0075,different race,Not struck by State,2006
394,8,Struck by the state,Black,Female,Black,State,1995-10013,same race,Struck by State,1995
306,7,Struck by the defense,White,Female,White,Both State and Defense,1994-9943,same race,Not struck by State,1994
8303,160,Struck by the defense,White,Female,White,Both State and Defense,1999-0008,same race,Not struck by State,1999
8304,160,Juror chosen to serve on jury,White,Female,White,Both State and Defense,1999-0008,same race,Not struck by State,1999
8305,160,Juror chosen to serve on jury,White,Female,White,Both State and Defense,1999-0008,same race,Not struck by State,1999
8306,160,Struck by the defense,White,Male,White,Both State and Defense,1999-0008,same race,Not struck by State,1999
8307,160,Juror chosen to serve on jury,White,Male,White,State,1999-0008,same race,Not struck by State,1999
8308,160,Juror chosen to serve on jury,White,Female,White,State,1999-0008,same race,Not struck by State,1999
8310,160,Juror chosen to serve on jury,White,Female,White,State,1999-0008,same race,Not struck by State,1999
8311,160,Struck by the state,Black,Female,White,State,1999-0008,different race,Struck by State,1999
8312,160,Juror chosen to serve on jury,Black,Male,White,State,1999-0008,different race,Not struck by State,1999
8313,160,Juror chosen to serve on jury,White,Male,White,State,1999-0008,same race,Not struck by State,1999
8314,160,Juror chosen as alternate,White,Male,White,Both State and Defense,1999-0008,same race,Not struck by State,1999
8316,160,Juror chosen as alternate,White,Female,White,State,1999-0008,same race,Not struck by State,1999
14508,302,Struck by the defense,White,Male,Black,Both State and Defense,2006-0075,different race,Not struck by State,2006
14509,302,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2006-0075,same race,Not struck by State,2006
14510,302,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2006-0075,different race,Not struck by State,2006
14511,302,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2006-0075,different race,Not struck by State,2006
14512,302,Struck by the defense,White,Male,Black,Both State and Defense,2006-0075,different race,Not struck by State,2006
14513,302,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2006-0075,different race,Not struck by State,2006
14514,302,Struck by the defense,White,Male,Black,Both State and Defense,2006-0075,different race,Not struck by State,2006
14515,302,Juror chosen as alternate,Black,Male,Black,State,2006-0075,same race,Not struck by State,2006
14516,302,Struck by the defense,White,Female,Black,Both State and Defense,2006-0075,different race,Not struck by State,2006
14517,302,Struck by the state,Black,Female,Black,State,2006-0075,same race,Struck by State,2006
14518,302,Juror chosen as alternate,Black,Female,Black,State,2006-0075,same race,Not struck by State,2006
465,9,Juror chosen as alternate,Black,Female,Black,Both State and Defense,1995-10070,same race,Not struck by State,1995
474,9,Struck by the state,Black,Male,Black,State,1995-10070,same race,Struck by State,1995
475,9,Struck by the state,Black,Female,Black,State,1995-10070,same race,Struck by State,1995
476,9,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1995-10070,different race,Not struck by State,1995
477,9,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1995-10070,different race,Not struck by State,1995
478,9,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1995-10070,different race,Not struck by State,1995
481,9,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1995-10070,different race,Not struck by State,1995
482,9,Struck by the state,Black,Female,Black,State,1995-10070,same race,Struck by State,1995
483,9,Struck by the defense,White,Male,Black,Both State and Defense,1995-10070,different race,Not struck by State,1995
484,9,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1995-10070,different race,Not struck by State,1995
485,9,Struck by the state,Black,Male,Black,State,1995-10070,same race,Struck by State,1995
487,9,Struck by the state,Black,Male,Black,State,1995-10070,same race,Struck by State,1995
488,9,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1995-10070,different race,Not struck by State,1995
489,9,Struck by the state,Black,Female,Black,State,1995-10070,same race,Struck by State,1995
490,9,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1995-10070,different race,Not struck by State,1995
4875,96,Juror chosen to serve on jury,Black,Female,Black,State,2000-0201,same race,Not struck by State,2000
14459,301,Struck by the defense,Black,Male,Black,Both State and Defense,1998-0001A,same race,Not struck by State,1998
5264,102,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2005-0009,different race,Not struck by State,2005
1817,36,Struck by the defense,Black,Female,White,Both State and Defense,2001-0164,different race,Not struck by State,2001
2918,58,Juror chosen as alternate,White,Female,Black,Both State and Defense,1995-2245,different race,Not struck by State,1995
559,11,Struck by the defense,White,Female,Black,Both State and Defense,1997-10293,different race,Not struck by State,1997
560,11,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1997-10293,different race,Not struck by State,1997
561,11,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1997-10293,different race,Not struck by State,1997
562,11,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1997-10293,different race,Not struck by State,1997
563,11,Struck by the state,White,Female,Black,State,1997-10293,different race,Struck by State,1997
564,11,Struck by the defense,White,Male,Black,Both State and Defense,1997-10293,different race,Not struck by State,1997
565,11,Struck by the defense,White,Female,Black,Both State and Defense,1997-10293,different race,Not struck by State,1997
566,11,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1997-10293,different race,Not struck by State,1997
567,11,Struck by the state,Black,Male,Black,State,1997-10293,same race,Struck by State,1997
568,11,Struck by the defense,White,Male,Black,Both State and Defense,1997-10293,different race,Not struck by State,1997
569,11,Struck by the defense,White,Female,Black,Both State and Defense,1997-10293,different race,Not struck by State,1997
570,11,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1997-10293,different race,Not struck by State,1997
571,11,Struck by the state,Black,Female,Black,State,1997-10293,same race,Struck by State,1997
572,11,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1997-10293,different race,Not struck by State,1997
573,11,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,1997-10293,same race,Not struck by State,1997
574,11,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1997-10293,different race,Not struck by State,1997
575,11,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1997-10293,different race,Not struck by State,1997
576,11,Struck by the state,Black,Male,Black,State,1997-10293,same race,Struck by State,1997
577,11,Struck by the state,White,Female,Black,State,1997-10293,different race,Struck by State,1997
8333,161,Struck by the defense,White,Male,Black,Both State and Defense,2000-0127,different race,Not struck by State,2000
8334,161,Struck by the defense,White,Female,Black,Both State and Defense,2000-0127,different race,Not struck by State,2000
8335,161,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,2000-0127,same race,Not struck by State,2000
8336,161,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2000-0127,same race,Not struck by State,2000
8337,161,Struck by the state,Black,Male,Black,State,2000-0127,same race,Struck by State,2000
8338,161,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2000-0127,same race,Not struck by State,2000
8339,161,Struck by the defense,White,Female,Black,Both State and Defense,2000-0127,different race,Not struck by State,2000
8340,161,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,2000-0127,same race,Not struck by State,2000
8341,161,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,2000-0127,same race,Not struck by State,2000
8342,161,Struck by the state,White,Male,Black,State,2000-0127,different race,Struck by State,2000
8343,161,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2000-0127,same race,Not struck by State,2000
8345,161,Struck by the state,Black,Female,Black,State,2000-0127,same race,Struck by State,2000
8346,161,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2000-0127,same race,Not struck by State,2000
8347,161,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2000-0127,same race,Not struck by State,2000
8348,161,Juror chosen as alternate,White,Female,Black,Both State and Defense,2000-0127,different race,Not struck by State,2000
10094,197,Struck by the defense,White,Male,Unknown,Both State and Defense,1998-6356,different race,Not struck by State,1998
9835,192,Struck by the state,Black,Female,White,State,2007-0028,different race,Struck by State,2007
578,11,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1997-10293,different race,Not struck by State,1997
602,12,Struck by the defense,White,Female,Black,Both State and Defense,1998-0021,different race,Not struck by State,1998
603,12,Struck by the defense,Black,Female,Black,Both State and Defense,1998-0021,same race,Not struck by State,1998
604,12,Struck by the defense,White,Female,Black,Both State and Defense,1998-0021,different race,Not struck by State,1998
605,12,Struck by the defense,White,Female,Black,Both State and Defense,1998-0021,different race,Not struck by State,1998
607,12,Struck by the defense,White,Male,Black,Both State and Defense,1998-0021,different race,Not struck by State,1998
609,12,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1998-0021,different race,Not struck by State,1998
610,12,Struck by the state,White,Female,Black,State,1998-0021,different race,Struck by State,1998
650,13,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1998-0050,different race,Not struck by State,1998
651,13,Struck by the state,Black,Female,Black,State,1998-0050,same race,Struck by State,1998
652,13,Struck by the defense,White,Male,Black,Both State and Defense,1998-0050,different race,Not struck by State,1998
653,13,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1998-0050,different race,Not struck by State,1998
654,13,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,1998-0050,same race,Not struck by State,1998
655,13,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1998-0050,different race,Not struck by State,1998
656,13,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1998-0050,different race,Not struck by State,1998
6280,123,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,2002-0251,same race,Not struck by State,2002
6281,123,Struck by the state,Black,Male,Black,State,2002-0251,same race,Struck by State,2002
6282,123,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2002-0251,different race,Not struck by State,2002
6287,123,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2002-0251,different race,Not struck by State,2002
6288,123,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2002-0251,different race,Not struck by State,2002
6289,123,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2002-0251,different race,Not struck by State,2002
6290,123,Struck by the state,White,Male,Black,State,2002-0251,different race,Struck by State,2002
6291,123,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2002-0251,different race,Not struck by State,2002
6293,123,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2002-0251,different race,Not struck by State,2002
6294,123,Struck by the state,White,Female,Black,State,2002-0251,different race,Struck by State,2002
6295,123,Struck by the defense,White,Male,Black,Both State and Defense,2002-0251,different race,Not struck by State,2002
6296,123,Struck by the defense,White,Female,Black,Both State and Defense,2002-0251,different race,Not struck by State,2002
6297,123,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2002-0251,different race,Not struck by State,2002
6298,123,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2002-0251,same race,Not struck by State,2002
6299,123,Struck by the state,Black,Female,Black,State,2002-0251,same race,Struck by State,2002
6300,123,Struck by the state,Black,Male,Black,State,2002-0251,same race,Struck by State,2002
8413,162,Juror chosen to serve on jury,White,Female,Unknown,Both State and Defense,2008-0021,different race,Not struck by State,2008
6301,123,Struck by the defense,White,Male,Black,Both State and Defense,2002-0251,different race,Not struck by State,2002
6302,123,Struck by the state,Black,Male,Black,State,2002-0251,same race,Struck by State,2002
770,15,Juror chosen to serve on jury,Black,Male,Black,State,1999-0015,same race,Not struck by State,1999
658,13,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,1998-0050,same race,Not struck by State,1998
659,13,Struck by the state,White,Male,Black,State,1998-0050,different race,Struck by State,1998
661,13,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1998-0050,different race,Not struck by State,1998
662,13,Struck by the defense,White,Male,Black,Both State and Defense,1998-0050,different race,Not struck by State,1998
663,13,Struck by the defense,White,Female,Black,Both State and Defense,1998-0050,different race,Not struck by State,1998
664,13,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,1998-0050,same race,Not struck by State,1998
665,13,Struck by the defense,White,Male,Black,Both State and Defense,1998-0050,different race,Not struck by State,1998
666,13,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1998-0050,different race,Not struck by State,1998
667,13,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1998-0050,different race,Not struck by State,1998
668,13,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1998-0050,different race,Not struck by State,1998
669,13,Struck by the state,Black,Female,Black,State,1998-0050,same race,Struck by State,1998
670,13,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1998-0050,different race,Not struck by State,1998
671,13,Struck by the state,White,Female,Black,State,1998-0050,different race,Struck by State,1998
6309,123,Juror chosen as alternate,White,Male,Black,Both State and Defense,2002-0251,different race,Not struck by State,2002
9694,189,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2011-0016,different race,Not struck by State,2011
10107,197,Struck by the defense,White,Female,Unknown,Both State and Defense,1998-6356,different race,Not struck by State,1998
9695,189,Struck by the state,Black,Female,Black,State,2011-0016,same race,Struck by State,2011
9704,189,Struck by the defense,White,Male,Black,Both State and Defense,2011-0016,different race,Not struck by State,2011
9707,189,Struck by the defense,White,Male,Black,Both State and Defense,2011-0016,different race,Not struck by State,2011
9710,189,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2011-0016,different race,Not struck by State,2011
9696,189,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2011-0016,different race,Not struck by State,2011
745,15,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,1999-0015,same race,Not struck by State,1999
746,15,Struck by the state,Black,Male,Black,State,1999-0015,same race,Struck by State,1999
748,15,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,1999-0015,same race,Not struck by State,1999
749,15,Struck by the state,Black,Male,Black,State,1999-0015,same race,Struck by State,1999
750,15,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,1999-0015,same race,Not struck by State,1999
796,16,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1999-0016,different race,Not struck by State,1999
797,16,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1999-0016,different race,Not struck by State,1999
799,16,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1999-0016,different race,Not struck by State,1999
800,16,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1999-0016,different race,Not struck by State,1999
801,16,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,1999-0016,same race,Not struck by State,1999
802,16,Struck by the defense,Black,Female,Black,Both State and Defense,1999-0016,same race,Not struck by State,1999
803,16,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1999-0016,different race,Not struck by State,1999
804,16,Struck by the state,Black,Male,Black,State,1999-0016,same race,Struck by State,1999
805,16,Struck by the defense,White,Male,Black,Both State and Defense,1999-0016,different race,Not struck by State,1999
806,16,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1999-0016,different race,Not struck by State,1999
807,16,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1999-0016,different race,Not struck by State,1999
808,16,Struck by the defense,White,Male,Black,Both State and Defense,1999-0016,different race,Not struck by State,1999
809,16,Struck by the state,Black,Female,Black,State,1999-0016,same race,Struck by State,1999
810,16,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1999-0016,different race,Not struck by State,1999
812,16,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,1999-0016,same race,Not struck by State,1999
814,16,Struck by the defense,Black,Female,Black,Both State and Defense,1999-0016,same race,Not struck by State,1999
815,16,Struck by the defense,White,Female,Black,Both State and Defense,1999-0016,different race,Not struck by State,1999
816,16,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1999-0016,different race,Not struck by State,1999
817,16,Struck by the state,White,Male,Black,State,1999-0016,different race,Struck by State,1999
835,17,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1999-0096,different race,Not struck by State,1999
836,17,Struck by the state,Black,Female,Black,State,1999-0096,same race,Struck by State,1999
837,17,Struck by the defense,White,Female,Black,Both State and Defense,1999-0096,different race,Not struck by State,1999
838,17,Struck by the defense,White,Female,Black,Both State and Defense,1999-0096,different race,Not struck by State,1999
9697,189,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2011-0016,different race,Not struck by State,2011
9698,189,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2011-0016,different race,Not struck by State,2011
9699,189,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2011-0016,different race,Not struck by State,2011
