id,trial__id,struck_by,race,gender,defendant_race,strike_eligibility,cause_number,same_race,struck_state,year
9702,189,Struck by the defense,White,Male,Black,Both State and Defense,2011-0016,different race,Not struck by State,2011
9706,189,Struck by the state,Black,Female,Black,State,2011-0016,same race,Struck by State,2011
9709,189,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2011-0016,different race,Not struck by State,2011
9708,189,Struck by the state,White,Female,Black,State,2011-0016,different race,Struck by State,2011
11762,238,Struck by the state,Black,Female,White,State,1993-6536,different race,Struck by State,1993
11763,238,Struck by the state,Black,Female,White,State,1993-6536,different race,Struck by State,1993
8412,162,Struck by the state,Black,Female,Unknown,State,2008-0021,different race,Struck by State,2008
8415,162,Juror chosen to serve on jury,White,Male,Unknown,Both State and Defense,2008-0021,different race,Not struck by State,2008
9711,189,Struck by the defense,White,Female,Black,Both State and Defense,2011-0016,different race,Not struck by State,2011
8428,162,Juror chosen as alternate,White,Male,Unknown,Both State and Defense,2008-0021,different race,Not struck by State,2008
8423,162,Juror chosen to serve on jury,White,Male,Unknown,Both State and Defense,2008-0021,different race,Not struck by State,2008
9715,189,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2011-0016,different race,Not struck by State,2011
8424,162,Struck by the state,White,Male,Unknown,State,2008-0021,different race,Struck by State,2008
8418,162,Struck by the state,White,Female,Unknown,State,2008-0021,different race,Struck by State,2008
8411,162,Struck by the defense,White,Female,Unknown,Both State and Defense,2008-0021,different race,Not struck by State,2008
1964,39,Juror chosen to serve on jury,Black,Female,White,Both State and Defense,2005-0061,different race,Not struck by State,2005
9712,189,Struck by the defense,White,Male,Black,Both State and Defense,2011-0016,different race,Not struck by State,2011
9713,189,Struck by the state,Black,Male,Black,State,2011-0016,same race,Struck by State,2011
841,17,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1999-0096,different race,Not struck by State,1999
842,17,Struck by the defense,White,Male,Black,Both State and Defense,1999-0096,different race,Not struck by State,1999
844,17,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1999-0096,different race,Not struck by State,1999
845,17,Struck by the defense,White,Female,Black,Both State and Defense,1999-0096,different race,Not struck by State,1999
846,17,Struck by the defense,White,Female,Black,Both State and Defense,1999-0096,different race,Not struck by State,1999
9717,189,Struck by the state,Black,Female,Black,State,2011-0016,same race,Struck by State,2011
9719,189,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2011-0016,different race,Not struck by State,2011
9721,189,Juror chosen as alternate,White,Female,Black,Both State and Defense,2011-0016,different race,Not struck by State,2011
8416,162,Juror chosen to serve on jury,White,Male,Unknown,Both State and Defense,2008-0021,different race,Not struck by State,2008
8417,162,Juror chosen to serve on jury,White,Female,Unknown,Both State and Defense,2008-0021,different race,Not struck by State,2008
8420,162,Struck by the state,White,Male,Unknown,State,2008-0021,different race,Struck by State,2008
8421,162,Juror chosen to serve on jury,Black,Male,Unknown,Both State and Defense,2008-0021,different race,Not struck by State,2008
8425,162,Juror chosen to serve on jury,White,Female,Unknown,Both State and Defense,2008-0021,different race,Not struck by State,2008
8426,162,Juror chosen to serve on jury,White,Male,Unknown,Both State and Defense,2008-0021,different race,Not struck by State,2008
8427,162,Juror chosen to serve on jury,White,Female,Unknown,Both State and Defense,2008-0021,different race,Not struck by State,2008
8429,162,Struck by the state,Black,Female,Unknown,State,2008-0021,different race,Struck by State,2008
8430,162,Struck by the state,Black,Female,Unknown,State,2008-0021,different race,Struck by State,2008
8476,163,Juror chosen to serve on jury,Black,Female,White,Both State and Defense,2009-0013,different race,Not struck by State,2009
10100,197,Juror chosen to serve on jury,White,Male,Unknown,Both State and Defense,1998-6356,different race,Not struck by State,1998
8480,163,Juror chosen to serve on jury,White,Male,White,State,2009-0013,same race,Not struck by State,2009
8475,163,Juror chosen to serve on jury,White,Female,White,Both State and Defense,2009-0013,same race,Not struck by State,2009
8482,163,Struck by the state,Black,Male,White,State,2009-0013,different race,Struck by State,2009
8477,163,Struck by the state,White,Female,White,State,2009-0013,same race,Struck by State,2009
8479,163,Struck by the defense,White,Female,White,Both State and Defense,2009-0013,same race,Not struck by State,2009
10099,197,Struck by the defense,White,Male,Unknown,Both State and Defense,1998-6356,different race,Not struck by State,1998
10101,197,Juror chosen to serve on jury,White,Male,Unknown,Both State and Defense,1998-6356,different race,Not struck by State,1998
940,19,Struck by the defense,Black,Female,White,Both State and Defense,2000-0068A[1],different race,Not struck by State,2000
941,19,Struck by the defense,Black,Female,White,Both State and Defense,2000-0068A[1],different race,Not struck by State,2000
942,19,Juror chosen to serve on jury,White,Female,White,Both State and Defense,2000-0068A[1],same race,Not struck by State,2000
943,19,Struck by the defense,White,Male,White,Both State and Defense,2000-0068A[1],same race,Not struck by State,2000
8478,163,Struck by the state,White,Male,White,State,2009-0013,same race,Struck by State,2009
946,19,Struck by the state,Black,Female,White,State,2000-0068A[1],different race,Struck by State,2000
947,19,Juror chosen to serve on jury,White,Female,White,Both State and Defense,2000-0068A[1],same race,Not struck by State,2000
949,19,Struck by the state,Black,Female,White,State,2000-0068A[1],different race,Struck by State,2000
950,19,Juror chosen to serve on jury,White,Female,White,Both State and Defense,2000-0068A[1],same race,Not struck by State,2000
951,19,Juror chosen to serve on jury,White,Female,White,Both State and Defense,2000-0068A[1],same race,Not struck by State,2000
952,19,Struck by the defense,White,Male,White,Both State and Defense,2000-0068A[1],same race,Not struck by State,2000
953,19,Struck by the defense,White,Male,White,Both State and Defense,2000-0068A[1],same race,Not struck by State,2000
954,19,Struck by the defense,White,Male,White,Both State and Defense,2000-0068A[1],same race,Not struck by State,2000
955,19,Juror chosen to serve on jury,White,Female,White,State,2000-0068A[1],same race,Not struck by State,2000
956,19,Struck by the state,White,Female,White,State,2000-0068A[1],same race,Struck by State,2000
957,19,Struck by the state,White,Male,White,State,2000-0068A[1],same race,Struck by State,2000
958,19,Juror chosen to serve on jury,White,Male,White,State,2000-0068A[1],same race,Not struck by State,2000
962,19,Juror chosen to serve on jury,Black,Female,White,State,2000-0068A[1],different race,Not struck by State,2000
982,20,Juror chosen to serve on jury,White,Female,White,Both State and Defense,2000-0068A[2],same race,Not struck by State,2000
983,20,Struck by the state,Black,Male,White,State,2000-0068A[2],different race,Struck by State,2000
986,20,Juror chosen to serve on jury,White,Female,White,Both State and Defense,2000-0068A[2],same race,Not struck by State,2000
10104,197,Struck by the state,White,Female,Unknown,State,1998-6356,different race,Struck by State,1998
10105,197,Struck by the state,Black,Female,Unknown,State,1998-6356,different race,Struck by State,1998
10108,197,Struck by the state,Black,Female,Unknown,State,1998-6356,different race,Struck by State,1998
8481,163,Juror chosen to serve on jury,White,Male,White,State,2009-0013,same race,Not struck by State,2009
10096,197,Juror chosen to serve on jury,White,Male,Unknown,Both State and Defense,1998-6356,different race,Not struck by State,1998
10103,197,Juror chosen to serve on jury,White,Male,Unknown,Both State and Defense,1998-6356,different race,Not struck by State,1998
10098,197,Struck by the state,White,Male,Unknown,State,1998-6356,different race,Struck by State,1998
10106,197,Juror chosen to serve on jury,White,Male,Unknown,Both State and Defense,1998-6356,different race,Not struck by State,1998
934,18,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1999-0111,different race,Not struck by State,1999
935,18,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1999-0111,different race,Not struck by State,1999
911,18,Juror chosen to serve on jury,White,Male,Black,State,1999-0111,different race,Not struck by State,1999
10109,197,Juror chosen to serve on jury,White,Male,Unknown,Both State and Defense,1998-6356,different race,Not struck by State,1998
10112,197,Juror chosen to serve on jury,White,Female,Unknown,Both State and Defense,1998-6356,different race,Not struck by State,1998
11770,238,Juror chosen to serve on jury,Black,Female,White,State,1993-6536,different race,Not struck by State,1993
8524,164,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2001-0085,different race,Not struck by State,2001
8525,164,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2001-0085,different race,Not struck by State,2001
8527,164,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2001-0085,different race,Not struck by State,2001
8528,164,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2001-0085,different race,Not struck by State,2001
8529,164,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2001-0085,different race,Not struck by State,2001
8530,164,Struck by the state,White,Female,Black,State,2001-0085,different race,Struck by State,2001
8531,164,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2001-0085,different race,Not struck by State,2001
8532,164,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2001-0085,different race,Not struck by State,2001
8533,164,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2001-0085,different race,Not struck by State,2001
8534,164,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2001-0085,different race,Not struck by State,2001
8535,164,Struck by the defense,White,Female,Black,Both State and Defense,2001-0085,different race,Not struck by State,2001
8536,164,Struck by the defense,White,Female,Black,Both State and Defense,2001-0085,different race,Not struck by State,2001
8537,164,Struck by the state,Black,Female,Black,State,2001-0085,same race,Struck by State,2001
8538,164,Struck by the state,Black,Male,Black,State,2001-0085,same race,Struck by State,2001
8539,164,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2001-0085,different race,Not struck by State,2001
